"","operatingunit","countryname","snu1","snu1uid","psnu","psnuuid","fy16snuprioritization","tx_ret_denom","tx_ret_num","tx_ret_pct","tx_new","ou","ea_districts","national_sub_sub_unit","cbcts_lnkg_exp","cbcts_rtnadhr_exp","fbcts_loaded_tot"
"2278","Tanzania","Tanzania","Lindi","kLhRnbNgmQo","Nachingwea DC","qtYFkJwZLNg","4 - Sustained",60,48,0.8,433,"Tanzania","Lindi","Nachingwea DC",12413,10398,55366.6451
"2279","Tanzania","Tanzania","Lindi","kLhRnbNgmQo","Ruangwa DC","QcLi8vhV1cZ","4 - Sustained",303,224,0.739,350,"Tanzania","Lindi","Ruangwa DC",7471,6540,64829.892048
"2280","Tanzania","Tanzania","Manyara","JVO85UvyzFx","Babati DC","KVGtSCr73bC","4 - Sustained",207,128,0.618,228,"Tanzania","Manyara","Babati DC",7239,4320,95730.1068
"2281","Tanzania","Tanzania","Manyara","JVO85UvyzFx","Babati TC","uBnSCpIMeNi","4 - Sustained",161,118,0.733,217,"Tanzania","Manyara","Babati TC",7324,4405,84094.3863
"2282","Tanzania","Tanzania","Manyara","JVO85UvyzFx","Hanang DC","AEQ2u8KCBcz","4 - Sustained",105,65,0.619,127,"Tanzania","Manyara","Hanang DC",9080,3345,50106.9865
"2283","Tanzania","Tanzania","Manyara","JVO85UvyzFx","Kiteto DC","RtqbS8T7AuT","4 - Sustained",308,169,0.549,337,"Tanzania","Manyara","Kiteto DC",2824,1598,61334.9415
"2284","Tanzania","Tanzania","Manyara","JVO85UvyzFx","Mbulu DC","KinswscyL7a","4 - Sustained",149,111,0.745,173,"Tanzania","Manyara","Mbulu DC",6449,5209,75130.338
"2285","Tanzania","Tanzania","Manyara","JVO85UvyzFx","Simanjiro DC","r8uGxJkbiEY","4 - Sustained",136,68,0.5,175,"Tanzania","Manyara","Simanjiro DC",2824,1298,56092.6117
"2286","Tanzania","Tanzania","Mara","agaHu16ZNX0","Bunda DC","hZ6LXLhUGaP","4 - Sustained",1009,620,0.614,893,"Tanzania","Mara","Bunda DC",23592,14010,252789.65361
"2287","Tanzania","Tanzania","Mara","agaHu16ZNX0","Butiama DC","QAY9qFSQvjg","4 - Sustained",189,131,0.693,184,"Tanzania","Mara","Butiama DC",21396,21432,135090.11211
"2288","Tanzania","Tanzania","Mara","agaHu16ZNX0","Musoma DC","o8ekD6KEXWC","4 - Sustained",365,187,0.512,295,"Tanzania","Mara","Musoma DC",11256,11231,199317.61599
"2289","Tanzania","Tanzania","Mara","agaHu16ZNX0","Musoma MC","tWkfmVn0jNf","1 - Scale-Up: Saturation",985,696,0.707,1165,"Tanzania","Mara","Musoma MC",33185,54710,296506.37436
"2290","Tanzania","Tanzania","Mara","agaHu16ZNX0","Rorya DC","WS1OIDUdNtU","1 - Scale-Up: Saturation",1247,998,0.8,2349,"Tanzania","Mara","Rorya DC",,,749590.14249
"2291","Tanzania","Tanzania","Mara","agaHu16ZNX0","Serengeti DC","RnRsrWIPfSN","4 - Sustained",456,292,0.64,288,"Tanzania","Mara","Serengeti DC",6256,11232,176100.2793
"2292","Tanzania","Tanzania","Mara","agaHu16ZNX0","Tarime DC","gdCBbSRSOyW","4 - Sustained",573,363,0.634,327,"Tanzania","Mara","Tarime DC",21805,10828,156742.96758
"2293","Tanzania","Tanzania","Mara","agaHu16ZNX0","Tarime TC","kFtnGYFsmaV","4 - Sustained",0,0,,222,"Tanzania","Mara","Tarime TC",16256,12634,33317.506146
"2294","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Busokelo DC","WpCOOhK9N1f","4 - Sustained",263,202,0.768,586,"Tanzania","Mbeya","Busokelo DC",,,125328.16528
"2295","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Chunya DC","nZR7jDoZaWp","1 - Scale-Up: Saturation",0,0,,3172,"Tanzania","Mbeya","Chunya DC",8843,,445717.94285
"2296","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Ileje DC","F0StU7ndfp2","4 - Sustained",0,0,,426,"Tanzania","Mbeya","Ileje DC",,,174995.25097
"2297","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Kyela DC","ZE2mVxYeq6K","1 - Scale-Up: Saturation",2744,2187,0.797,2591,"Tanzania","Mbeya","Kyela DC",,,904704.91445
"2298","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Mbarali DC","olUCraJY2gF","2 - Scale-Up: Aggressive",3389,2148,0.634,3727,"Tanzania","Mbeya","Mbarali DC",,,918951.89947
"2299","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Mbeya City Council","D3hgNLc7wl6","1 - Scale-Up: Saturation",5223,3898,0.746,4861,"Tanzania","Mbeya","Mbeya City Council",116392,,3972547.7549
"2300","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Mbeya DC","tXYiT9KX7zA","1 - Scale-Up: Saturation",1688,1252,0.742,1771,"Tanzania","Mbeya","Mbeya DC",,,612927.26843
"2301","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Mbozi DC","hczrU5bjocf","1 - Scale-Up: Saturation",850,647,0.761,2752,"Tanzania","Mbeya","Mbozi DC",,,919745.71536
"2302","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Momba DC","dh6RCCSUrlk","4 - Sustained",67,0,0,534,"Tanzania","Mbeya","Momba DC",1346,238,66165.449467
"2303","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Rungwe DC","u6JIzCOdBJ6","2 - Scale-Up: Aggressive",1611,1185,0.736,2052,"Tanzania","Mbeya","Rungwe DC",,,702280.9135
"2304","Tanzania","Tanzania","Mbeya","gscKZEtokgV","Tunduma TC","UL2PuGciZ0O","4 - Sustained",219,82,0.374,1197,"Tanzania","Mbeya","Tunduma TC",0,0,34061.431095
"2305","Tanzania","Tanzania","Mjini Magharibi","UjIWyffxj8z","Magharibi","lg7nWpRVX85","2 - Scale-Up: Aggressive",0,0,,0,"Tanzania","Mjini Magharibi","Magharibi",14058,28574,23296.22997
"2306","Tanzania","Tanzania","Mjini Magharibi","UjIWyffxj8z","Mjini","KOlqevxMjvo","2 - Scale-Up: Aggressive",500,374,0.748,487,"Tanzania","Mjini Magharibi","Mjini",9650,9851,206782.70597
"2307","Tanzania","Tanzania","Morogoro","wXiGo7bLJfZ","Gairo DC","AbU6AOe5O2m","4 - Sustained",173,104,0.601,247,"Tanzania","Morogoro","Gairo DC",0,0,48936.371602
"2308","Tanzania","Tanzania","Morogoro","wXiGo7bLJfZ","Kilombero DC","t0g7m3S0htv","4 - Sustained",1721,1018,0.592,2019,"Tanzania","Morogoro","Kilombero DC",0,0,186112.85621
"2309","Tanzania","Tanzania","Morogoro","wXiGo7bLJfZ","Kilosa DC","hB2IawAokig","4 - Sustained",1052,638,0.606,1176,"Tanzania","Morogoro","Kilosa DC",8979,12949,215471.35885
"2310","Tanzania","Tanzania","Morogoro","wXiGo7bLJfZ","Morogoro DC","JTjAenidfVN","4 - Sustained",437,269,0.616,291,"Tanzania","Morogoro","Morogoro DC",14564,22144,134186.69912
"2311","Tanzania","Tanzania","Morogoro","wXiGo7bLJfZ","Morogoro MC","XtlpVAd1gll","1 - Scale-Up: Saturation",1587,1060,0.668,1693,"Tanzania","Morogoro","Morogoro MC",24112,82899,962098.99159
"2312","Tanzania","Tanzania","Morogoro","wXiGo7bLJfZ","Mvomero DC","jR3z7M5rpa1","4 - Sustained",654,400,0.612,477,"Tanzania","Morogoro","Mvomero DC",16024,26707,225305.4169
"2313","Tanzania","Tanzania","Morogoro","wXiGo7bLJfZ","Ulanga DC","aRfYnk0HBmA","4 - Sustained",463,281,0.607,646,"Tanzania","Morogoro","Ulanga DC",1654,2757,291394.18389
"2314","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Masasi DC","HjesRNKUP8l","4 - Sustained",765,570,0.745,781,"Tanzania","Mtwara","Masasi DC",10030,23090,226453.07933
"2315","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Masasi TC","WSV5n7c6bgj","4 - Sustained",686,421,0.614,665,"Tanzania","Mtwara","Masasi TC",7863,16588,87667.953537
"2316","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Mtwara DC","UUsTAU2gBGi","4 - Sustained",267,206,0.772,206,"Tanzania","Mtwara","Mtwara DC",12572,20092,107114.00338
"2317","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Mtwara Mikindani MC","umEnbNJtWtC","4 - Sustained",838,628,0.749,931,"Tanzania","Mtwara","Mtwara Mikindani MC",11226,26338,232116.96672
"2318","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Nanyumba TC","bLRYxtb8oKx","4 - Sustained",110,87,0.791,73,"Tanzania","Mtwara","Nanyumba TC",6016,15109,85375.703913
"2319","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Nanyumbu DC","L7ammFxiV2i","4 - Sustained",419,288,0.687,280,"Tanzania","Mtwara","Nanyumbu DC",5025,4020,16363.75548
"2320","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Newala DC","AMfiL05HtnD","4 - Sustained",683,504,0.738,512,"Tanzania","Mtwara","Newala DC",12289,19245,103946.40869
"2321","Tanzania","Tanzania","Mtwara","Goel5yB7uSx","Tandahimba DC","s7z6EbBa6Qs","4 - Sustained",531,348,0.655,432,"Tanzania","Mtwara","Tandahimba DC",9147,16809,81512.003412
"2322","Tanzania","Tanzania","Mwanza","Bb8nvv4bXgX","Ilemela MC","Knm8JL1QpjL","4 - Sustained",734,475,0.647,589,"Tanzania","Mwanza","Ilemela MC",,,222415.72977
"2323","Tanzania","Tanzania","Mwanza","Bb8nvv4bXgX","Kwimba DC","tdgT6aLYXaT","4 - Sustained",1066,775,0.727,1406,"Tanzania","Mwanza","Kwimba DC",,,379664.7599
"2324","Tanzania","Tanzania","Mwanza","Bb8nvv4bXgX","Magu DC","NKeKrs91xCw","4 - Sustained",1498,1061,0.708,1945,"Tanzania","Mwanza","Magu DC",,,431192.30523
"2325","Tanzania","Tanzania","Mwanza","Bb8nvv4bXgX","Misungwi DC","NKUuUw1YV1f","4 - Sustained",1152,814,0.707,2147,"Tanzania","Mwanza","Misungwi DC",,,541552.20801
"2326","Tanzania","Tanzania","Mwanza","Bb8nvv4bXgX","Nyamagana MC","RxbRsCG8uH4","1 - Scale-Up: Saturation",2956,2208,0.747,3508,"Tanzania","Mwanza","Nyamagana MC",,,2699437.1613
"2327","Tanzania","Tanzania","Mwanza","Bb8nvv4bXgX","Sengerema DC","if4TkLUE35J","2 - Scale-Up: Aggressive",1598,1251,0.783,3234,"Tanzania","Mwanza","Sengerema DC",,,869686.36304
"2328","Tanzania","Tanzania","Mwanza","Bb8nvv4bXgX","Ukerewe DC","cHzpHbKk60d","4 - Sustained",588,396,0.673,677,"Tanzania","Mwanza","Ukerewe DC",,,219846.70488
"2329","Tanzania","Tanzania","Njombe","c5WrtS2Uejj","Ludewa DC","hjesZBs1haJ","4 - Sustained",1159,875,0.755,993,"Tanzania","Njombe","Ludewa DC",0,0,191615.1109
"2330","Tanzania","Tanzania","Njombe","c5WrtS2Uejj","Makambako TC","vBmzQj5y81A","4 - Sustained",882,606,0.687,728,"Tanzania","Njombe","Makambako TC",2860,0,50754.397486
"2331","Tanzania","Tanzania","Njombe","c5WrtS2Uejj","Makete DC","lr2euf5GGdS","4 - Sustained",1138,924,0.812,1066,"Tanzania","Njombe","Makete DC",33164,55217,221163.2646
"2332","Tanzania","Tanzania","Njombe","c5WrtS2Uejj","Njombe DC","zLJGUZcLjAt","4 - Sustained",620,490,0.79,595,"Tanzania","Njombe","Njombe DC",0,0,63154.34812
"2333","Tanzania","Tanzania","Njombe","c5WrtS2Uejj","Njombe TC","egae42w1g2E","1 - Scale-Up: Saturation",1623,1258,0.775,2038,"Tanzania","Njombe","Njombe TC",60321,94544,771967.31689
"2334","Tanzania","Tanzania","Njombe","c5WrtS2Uejj","Wanging'ombe DC","YLzPUD9clds","2 - Scale-Up: Aggressive",959,709,0.739,983,"Tanzania","Njombe","Wanging'ombe DC",0,0,152861.99596
"2335","Tanzania","Tanzania","Pwani","i9EWbwJTLpl","Bagamoyo DC","mKdOqXYiqyN","4 - Sustained",1123,764,0.68,1300,"Tanzania","Pwani","Bagamoyo DC",19990,34371,177722.87554
"2336","Tanzania","Tanzania","Pwani","i9EWbwJTLpl","Kibaha DC","nFummeSIBwK","4 - Sustained",422,280,0.664,463,"Tanzania","Pwani","Kibaha DC",18598,30959,278129.44556
"2337","Tanzania","Tanzania","Pwani","i9EWbwJTLpl","Kibaha TC","v4aut8CAD4C","4 - Sustained",952,629,0.661,972,"Tanzania","Pwani","Kibaha TC",23302,44475,345542.32062
"2338","Tanzania","Tanzania","Pwani","i9EWbwJTLpl","Kisarawe DC","orLfqj8fpz8","4 - Sustained",601,417,0.694,579,"Tanzania","Pwani","Kisarawe DC",19420,28178,138401.02251
"2339","Tanzania","Tanzania","Pwani","i9EWbwJTLpl","Mafia DC","GMTXSEDPaba","4 - Sustained",116,69,0.595,91,"Tanzania","Pwani","Mafia DC",6809,11348,76804.882612
"2340","Tanzania","Tanzania","Pwani","i9EWbwJTLpl","Mkuranga DC","vDynT512Lhs","4 - Sustained",1131,834,0.737,1074,"Tanzania","Pwani","Mkuranga DC",12144,22447,178181.52437
"2341","Tanzania","Tanzania","Pwani","i9EWbwJTLpl","Rufiji DC","b80ftw906w8","4 - Sustained",991,689,0.695,918,"Tanzania","Pwani","Rufiji DC",19591,82611,247314.60441
"2342","Tanzania","Tanzania","Rukwa","S0aB3rpTY1t","Kalambo DC","GfuwGLNMsLb","4 - Sustained",418,268,0.641,394,"Tanzania","Rukwa","Kalambo DC",,,134927.98478
"2343","Tanzania","Tanzania","Rukwa","S0aB3rpTY1t","Nkasi DC","UY251epEUpp","4 - Sustained",464,311,0.67,982,"Tanzania","Rukwa","Nkasi DC",,,308854.60676
"2344","Tanzania","Tanzania","Rukwa","S0aB3rpTY1t","Sumbawanga DC","Y7wXLX31IJZ","2 - Scale-Up: Aggressive",849,729,0.859,1696,"Tanzania","Rukwa","Sumbawanga DC",,,491415.84682
"2345","Tanzania","Tanzania","Rukwa","S0aB3rpTY1t","Sumbawanga MC","Q8uZHnQoB2J","1 - Scale-Up: Saturation",1494,1117,0.748,1802,"Tanzania","Rukwa","Sumbawanga MC",44626,,1170633.5385
"2346","Tanzania","Tanzania","Ruvuma","T2bw9bxntl8","Mbinga DC","wnQPiwXMA2b","2 - Scale-Up: Aggressive",1431,1002,0.7,1821,"Tanzania","Ruvuma","Mbinga DC",,,946844.64956
"2347","Tanzania","Tanzania","Ruvuma","T2bw9bxntl8","Namtumbo DC","cRUzcZywrbr","4 - Sustained",325,239,0.735,439,"Tanzania","Ruvuma","Namtumbo DC",,,107459.34998
"2348","Tanzania","Tanzania","Ruvuma","T2bw9bxntl8","Nyasa DC","d3v58XtPE9s","4 - Sustained",512,382,0.746,470,"Tanzania","Ruvuma","Nyasa DC",1275,1183,227723.90634
"2349","Tanzania","Tanzania","Ruvuma","T2bw9bxntl8","Songea DC","ZuIC9W3V9Er","4 - Sustained",735,531,0.722,821,"Tanzania","Ruvuma","Songea DC",,,475883.66974
"2350","Tanzania","Tanzania","Ruvuma","T2bw9bxntl8","Songea MC","RbzqqawWFey","1 - Scale-Up: Saturation",1425,960,0.674,1690,"Tanzania","Ruvuma","Songea MC",,,1281554.1851
"2351","Tanzania","Tanzania","Ruvuma","T2bw9bxntl8","Tunduru DC","ecKRBvL4KOu","4 - Sustained",566,316,0.558,741,"Tanzania","Ruvuma","Tunduru DC",,,548676.10677
"2352","Tanzania","Tanzania","Shinyanga","mpJGV1W05dg","Kahama TC","yOhFCpn5sYb","1 - Scale-Up: Saturation",2216,1511,0.682,3102,"Tanzania","Shinyanga","Kahama TC",17491,23848,422271.93419
"2353","Tanzania","Tanzania","Shinyanga","mpJGV1W05dg","Kishapu DC","uWLJVNg0Cxm","4 - Sustained",1452,1024,0.705,1214,"Tanzania","Shinyanga","Kishapu DC",14292,17557,342400.52981
"2354","Tanzania","Tanzania","Shinyanga","mpJGV1W05dg","Msalala DC","IEMuUwn38il","2 - Scale-Up: Aggressive",1545,1149,0.744,2153,"Tanzania","Shinyanga","Msalala DC",18203,21740,500455.81077
"2355","Tanzania","Tanzania","Shinyanga","mpJGV1W05dg","Shinyanga DC","aW2XJGy2NZk","4 - Sustained",1842,1565,0.85,1701,"Tanzania","Shinyanga","Shinyanga DC",14639,17043,654595.76823
"2356","Tanzania","Tanzania","Shinyanga","mpJGV1W05dg","Shinyanga MC","NLaq6KMNwa4","1 - Scale-Up: Saturation",1463,1012,0.692,1626,"Tanzania","Shinyanga","Shinyanga MC",,30728,802530.33515
"2357","Tanzania","Tanzania","Shinyanga","mpJGV1W05dg","Ushetu DC","zU1Wnw8m86P","2 - Scale-Up: Aggressive",1619,1140,0.704,2146,"Tanzania","Shinyanga","Ushetu DC",24934,27636,430363.24962
"2358","Tanzania","Tanzania","Simiyu","fEexAr9qoty","Bariadi DC","w0DfXCPj8Rl","4 - Sustained",422,256,0.607,559,"Tanzania","Simiyu","Bariadi DC",7927,10142,286375.71992
"2359","Tanzania","Tanzania","Simiyu","fEexAr9qoty","Bariadi TC","Jc7HCf9zv2h","4 - Sustained",685,536,0.782,865,"Tanzania","Simiyu","Bariadi TC",9916,17671,195878.60379
"2360","Tanzania","Tanzania","Simiyu","fEexAr9qoty","Busega DC","QslVnqoK3PJ","4 - Sustained",1191,866,0.727,1333,"Tanzania","Simiyu","Busega DC",8218,8607,233590.6617
"2361","Tanzania","Tanzania","Simiyu","fEexAr9qoty","Itilima DC","gIunYOqMCCw","4 - Sustained",450,336,0.747,547,"Tanzania","Simiyu","Itilima DC",5067,5925,185721.93326
"2362","Tanzania","Tanzania","Simiyu","fEexAr9qoty","Maswa DC","l3rmPVjiR9e","4 - Sustained",1164,732,0.629,1253,"Tanzania","Simiyu","Maswa DC",8007,9001,291754.18727
"2363","Tanzania","Tanzania","Simiyu","fEexAr9qoty","Meatu DC","pXIAe9SMcS3","4 - Sustained",847,526,0.621,1148,"Tanzania","Simiyu","Meatu DC",14569,22104,296780.54092
"2364","Tanzania","Tanzania","Singida","gqw9hkhwrIe","Ikungi DC","pcW8gGVrMpY","4 - Sustained",322,193,0.599,154,"Tanzania","Singida","Ikungi DC",2333,3888,68902.02
"2365","Tanzania","Tanzania","Singida","gqw9hkhwrIe","Iramba DC","StD9EAMpzvb","4 - Sustained",373,251,0.673,601,"Tanzania","Singida","Iramba DC",4007,6679,197935.039
"2366","Tanzania","Tanzania","Singida","gqw9hkhwrIe","Manyoni DC","PiaL7RCM0h7","4 - Sustained",716,429,0.599,760,"Tanzania","Singida","Manyoni DC",3370,5617,137578.39404
"2367","Tanzania","Tanzania","Singida","gqw9hkhwrIe","Mkalama DC","y5li2j7RLGP","4 - Sustained",202,133,0.658,192,"Tanzania","Singida","Mkalama DC",0,0,7865
"2368","Tanzania","Tanzania","Singida","gqw9hkhwrIe","Singida DC","aG6kXOW4ihG","4 - Sustained",146,90,0.616,128,"Tanzania","Singida","Singida DC",897,1495,43593.0993
"2369","Tanzania","Tanzania","Singida","gqw9hkhwrIe","Singida MC","EbUvkxSPwEL","4 - Sustained",654,375,0.573,659,"Tanzania","Singida","Singida MC",15661,26046,594263.89294
"2370","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Igunga DC","ggKkQlp4zmd","1 - Scale-Up: Saturation",1848,1288,0.697,1908,"Tanzania","Tabora","Igunga DC",61559,49557,170866.44415
"2371","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Kaliua DC","OoFnoVhM8Tz","4 - Sustained",1046,662,0.633,900,"Tanzania","Tabora","Kaliua DC",29209,22484,51961.8122
"2372","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Nzega DC","OaWlcFCzUIo","1 - Scale-Up: Saturation",3658,1523,0.416,2805,"Tanzania","Tabora","Nzega DC",63525,51600,172739.73922
"2373","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Nzega TC","p12xvi2DKUD","1 - Scale-Up: Saturation",299,227,0.759,348,"Tanzania","Tabora","Nzega TC",5809,4834,13457.464
"2374","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Sikonge DC","dWarT328SnD","4 - Sustained",544,348,0.64,497,"Tanzania","Tabora","Sikonge DC",28967,23660,70334.417054
"2375","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Tabora MC","PFrXwIUcE6K","2 - Scale-Up: Aggressive",862,684,0.794,1042,"Tanzania","Tabora","Tabora MC",44017,36160,175121.76769
"2376","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Urambo DC","GeWWmcEnaaE","4 - Sustained",445,299,0.672,471,"Tanzania","Tabora","Urambo DC",41643,32549,58493.787654
"2377","Tanzania","Tanzania","Tabora","sDCgdgl39zn","Uyui DC","BG5sXQyiGAc","4 - Sustained",680,428,0.629,568,"Tanzania","Tabora","Uyui DC",40518,32634,57080.7868
"2378","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Bumbuli DC","Q888YZfi0NN","4 - Sustained",208,132,0.635,79,"Tanzania","Tanga","Bumbuli DC",1457,3643,91223.4186
"2379","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Handeni DC","InbAnWjLxj7","4 - Sustained",394,234,0.594,331,"Tanzania","Tanga","Handeni DC",1449,3623,117953.07156
"2380","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Handeni TC","rs5toMaD5ty","4 - Sustained",255,171,0.671,293,"Tanzania","Tanga","Handeni TC",1511,3778,0
"2381","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Kilindi DC","pUY6xNexMCp","4 - Sustained",184,106,0.576,105,"Tanzania","Tanga","Kilindi DC",1641,4102,95295.068568
"2382","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Korogwe DC","SBBOHilirRD","4 - Sustained",813,504,0.62,725,"Tanzania","Tanga","Korogwe DC",2231,34183,182110.48977
"2383","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Korogwe TC","qLs3Wo6g1N7","1 - Scale-Up: Saturation",256,168,0.656,220,"Tanzania","Tanga","Korogwe TC",2293,5733,34449.395061
"2384","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Lushoto DC","sHvr0FGWAUI","4 - Sustained",1193,709,0.594,274,"Tanzania","Tanga","Lushoto DC",1860,4651,126241.10109
"2385","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Mkinga DC","sGtdmRkxjoq","4 - Sustained",288,202,0.701,274,"Tanzania","Tanga","Mkinga DC",1936,4841,112120.36657
"2386","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Muheza DC","TGM4xs5LMyc","1 - Scale-Up: Saturation",739,551,0.746,678,"Tanzania","Tanga","Muheza DC",24451,59427,106356.60152
"2387","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Pangani DC","kSQrEY8a2Ka","4 - Sustained",492,227,0.461,132,"Tanzania","Tanga","Pangani DC",1673,4182,67729.035891
"2388","Tanzania","Tanzania","Tanga","Y1o37mwZv9D","Tanga City Council","JEao7mAIwRc","1 - Scale-Up: Saturation",2075,1616,0.779,1553,"Tanzania","Tanga","Tanga City Council",5599,13866,304358.69403
"2389","Uganda","Uganda","_Military Uganda","OELkOLxvZxB","_Military Uganda","OELkOLxvZxB",,348,316,0.908,1977,"Uganda","_Military Uganda","_Military Uganda",52500,36460,1086271.169
"2390","Uganda","Uganda","Central 1","fcXZBNIEKop","Bukomansimbi District","ZqIdMKJYNyc","2 - Scale-Up: Aggressive",446,319,0.715,788,"Uganda","Bukomansimbi","Bukomansimbi",0,0,106228.09009
"2391","Uganda","Uganda","Central 1","fcXZBNIEKop","Butambala District","Quu8PXwIv8m","4 - Sustained",45,31,0.689,619,"Uganda","Butambala","Butambala",0,0,95492.132522
"2392","Uganda","Uganda","Central 1","fcXZBNIEKop","Gomba District","I9I7WFHjAte","2 - Scale-Up: Aggressive",41,27,0.659,767,"Uganda","Gomba","Gomba",0,0,113271.09756
"2393","Uganda","Uganda","Central 1","fcXZBNIEKop","Kalangala District","bntHIKmdtv7","1 - Scale-Up: Saturation",91,61,0.67,1802,"Uganda","Kalangala","Kalangala",9953,19908,735448.45432
"2394","Uganda","Uganda","Central 1","fcXZBNIEKop","Kalungu District","NnAkN5yfxOs","1 - Scale-Up: Saturation",232,185,0.797,1949,"Uganda","Kalungu","Kalungu",2132,10660,306062.45853
"2395","Uganda","Uganda","Central 1","fcXZBNIEKop","Lwengo District","lUwH3eBWnc8","2 - Scale-Up: Aggressive",470,319,0.679,1066,"Uganda","Lwengo","Lwengo",0,0,99267.938344
"2396","Uganda","Uganda","Central 1","fcXZBNIEKop","Lyantonde District","U0X3FFbxLG6","1 - Scale-Up: Saturation",64,43,0.672,407,"Uganda","Lyantonde","Lyantonde",6720,6719,133107.03713
